concessionaria;ano_do_pnv_snv;tipo_de_radar;rodovia;uf;km_m;municipio;tipo_pista;sentido;situacao;data_da_inativacao;latitude;longitude;velocidade_leve;velocidade_pesado
CRO;2016;Controlador;BR-364;MT;277,600;Jaciara;Principal;Decrescente;Ativo;;-15,948487;-55,004495;60;60
CRO;2016;Controlador;BR-364;MT;277,200;Jaciara;Principal;Decrescente;Ativo;;-15,948487;-55,004495;60;60
CRO;2016;Controlador;BR-364;MT;275,900;Jaciara;Principal;Crescente/Decrescente;Ativo;;-15,952476;-54,994747;60;60
CRO;2016;Controlador;BR-364;MT;209,630;Rondonópolis;Principal;Decrescente;Ativo;;-16,428308;-54,694709;60;60
CRO;2016;Redutor;BR-364;MT;204,100;Rondonópolis;Principal;Decrescente;Ativo;;-16,462925;-54,659422;40;40
CRO;2016;Controlador;BR-163;MT;750,000;Sorriso;Principal;Crescente;Ativo;;-12,572691;-55,727220;60;60
CRO;2016;Controlador;BR-163;MT;750,050;Sorriso;Principal;Decrescente;Ativo;;-12,572183;-55,727181;60;60
CRO;2016;Redutor;BR-163;MT;766,700;Sorriso;Principal;Crescente;Ativo;;-12,441795;-55,653758;40;40
CRO;2016;Controlador;BR-163;MT;755,780;Sorriso;Principal;Crescente;Ativo;;-12,528071;-55,703627;80;80
CRO;2016;Controlador;BR-163;MT;107,920;Rondonópolis;Principal;Crescente;Ativo;;-16,587894;-54,690641;80;80
CRO;2016;Redutor;BR-364;MT;316,500;Campo Verde;Principal;Crescente;Ativo;;-15,811844;-55,309428;40;40
CRO;2016;Redutor;BR-364;MT;383,100;Cuiabá;Principal;Crescente;Ativo;;-15,701865;-55,829515;40;40
CRO;2016;Redutor;BR-364;MT;579,100;Nobres;Principal;Decrescente;Ativo;;-14,599294;-56,240942;40;40
ECO050;2017;Redutor;BR-50;MG;174,000;Uberaba;Principal;Crescente;Ativo;;-19,767581;-47,975231;60;60
ECO050;2017;Redutor;BR-50;MG;176,000;Uberaba;Principal;Decrescente;Ativo;;-19,779175;-47,960438;60;60
ECO050;2017;Controlador;BR-50;GO;306,000;Cumari;Principal;Crescente;Ativo;;-18,369914;-48,055494;60;60
ECO050;2017;Controlador;BR-50;GO;99,830;Cristalina;Principal;Decrescente;Ativo;;-16,781242;-47,630394;80;80
ECO050;2017;Redutor;BR-50;GO;96,350;Cristalina;Principal;Crescente;Ativo;;-16,757301;-47,608611;40;40
ECO050;2017;Redutor;BR-50;MG;182,200;Uberaba;Principal;Decrescente;Ativo;;-19,793500;-47,911362;50;50
ECO050;2017;Redutor;BR-50;MG;182,100;Uberaba;Principal;Crescente;Ativo;;-19,792910;-47,911910;50;50
ECO050;2017;Redutor;BR-50;MG;171,270;Uberaba;Principal;Decrescente;Ativo;;-19,746402;-47,983814;70;70
ECO050;2017;Redutor;BR-50;MG;171,360;Uberaba;Principal;Crescente;Ativo;;-19,747950;-47,983104;70;70
ECO050;2017;Redutor;BR-50;MG;55,800;Uberlândia;Principal;Decrescente;Ativo;;-18,781670;-48,236263;60;60
ECO050;2017;Redutor;BR-50;MG;55,100;Uberlândia;Principal;Decrescente;Ativo;;-18,781747;-48,236359;60;60
ECO050;2017;Redutor;BR-50;MG;53,800;Araguari;Principal;Crescente;Ativo;;-18,768009;-48,245222;60;60
ECO050;2017;Redutor;BR-50;MG;52,700;Araguari;Principal;Crescente;Ativo;;-18,758371;-48,240763;60;60
ECO050;2017;Controlador;BR-50;GO;281,000;Catalão;Principal;Crescente;Ativo;;-18,183850;-47,944238;60;60
ECO050;2017;Controlador;BR-50;GO;279,650;Catalão;Principal;Crescente;Ativo;;-18,176581;-47,933682;60;60
ECO050;2017;Controlador;BR-50;GO;278,650;Catalão;Principal;Decrescente;Ativo;;-18,172243;-47,925259;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;370,880;Anchieta;Principal;Decrescente;Ativo;;-20,770859;-40,765549;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;150,038;Linhares;Principal;Crescente/Decrescente;Ativo;;-19,404521;-40,060801;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;14,194;Pedro Canário;Principal;Crescente;Ativo;;-18,282360;-39,956879;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;15,695;Pedro Canário;Principal;Crescente/Decrescente;Ativo;;-18,294219;-39,956470;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;18,026;Pinheiros;Principal;Decrescente;Ativo;;-18,313020;-39,954610;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;31,061;Conceição da Barra;Principal;Crescente;Ativo;;-18,420860;-39,935610;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;37,629;Conceição da Barra;Principal;Crescente;Ativo;;-18,478940;-39,924860;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;49,688;Conceição da Barra;Principal;Crescente/Decrescente;Ativo;;-18,582989;-39,893160;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;60,545;São Mateus;Principal;Crescente;Ativo;;-18,676970;-39,865079;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;61,625;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,686299;-39,862299;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;67,671;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,723530;-39,860939;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;68,316;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,729160;-39,859970;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;125,505;Linhares;Principal;Crescente;Ativo;;-19,189859;-40,094720;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;125,505;Linhares;Principal;Decrescente;Ativo;;-18,189859;-40,094720;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;125,909;Linhares;Principal;Crescente;Ativo;;-19,193130;-40,095080;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;125,909;Linhares;Principal;Decrescente;Ativo;;-19,193130;-40,095080;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;151,280;Linhares;Principal;Decrescente;Ativo;;-19,413750;-40,066800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;291,901;Cariacica;Principal;Crescente;Ativo;;-20,305688;-40,394938;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;296,200;Cariacica;Principal;Crescente;Ativo;;-20,342079;-40,405270;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;299,501;Viana;Principal;Crescente;Ativo;;-20,357298;-40,428088;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;358,000;Anchieta;Principal;Decrescente;Ativo;;-20,691939;-40,704270;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;429,780;Atílio Vivácqua;Principal;Decrescente;Ativo;;-21,028580;-41,164360;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;450,364;Mimoso do Sul;Principal;Decrescente;Ativo;;-21,148129;-41,271500;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;457,371;Mimoso do Sul;Principal;Crescente;Ativo;;-21,196490;-41,300109;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;457,952;Mimoso do Sul;Principal;Decrescente;Ativo;;-21,201799;-41,300829;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;159,005;Linhares;Principal;Crescente;Ativo;;-19,468745;-40,110608;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;145,840;Linhares;Principal;Crescente;Ativo;;-19,368887;-40,065620;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;164,005;Linhares;Principal;Crescente;Ativo;;-19,506561;-40,135174;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;393,005;Rio Novo do Sul;Principal;Crescente/Decrescente;Ativo;;-20,865632;-40,914057;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;65,820;São Mateus;Marginal;Crescente;Ativo;;-18,715966;-39,876010;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;395,050;Rio Novo do Sul;Principal;Decrescente;Ativo;;-20,865900;-40,933200;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;447,650;Mimoso do Sul;Principal;Crescente;Ativo;;-21,128200;-41,279200;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;448,200;Mimoso do Sul;Principal;Decrescente;Ativo;;-21,132000;-41,280000;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;402,900;Itapemirim;Principal;Decrescente;Ativo;;-20,891400;-40,999300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;402,100;Itapemirim;Principal;Crescente;Ativo;;-20,889600;-40,991200;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;394,750;Rio Novo do Sul;Principal;Crescente;Ativo;;-20,865700;-40,930400;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;304,600;Viana;Principal;Crescente;Ativo;;-20,381800;-40,458000;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;386,310;Rio Novo do Sul;Principal;Crescente;Ativo;;-20,843100;-40,874700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;304,700;Viana;Principal;Decrescente;Ativo;;-20,383200;-40,460100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;299,500;Viana;Principal;Crescente;Ativo;;-20,357300;-40,428100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;299,500;Viana;Principal;Crescente;Ativo;;-20,357300;-40,428100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;94,400;Jaguaré;Principal;Decrescente;Ativo;;-18,934200;-39,973400;60;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;31,061;Conceição da Barra;Principal;Crescente/Decrescente;Ativo;;-18,420900;-39,935600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;150,037;Linhares;Principal;Crescente/Decrescente;Ativo;;-19,404500;-40,060800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;247,520;Serra;Principal;Decrescente;Ativo;;-20,068500;-40,364600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;146,080;Linhares;Marginal;Decrescente;Ativo;;-19,371000;-40,065600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;135,500;Linhares;Principal;Decrescente;Ativo;;-19,280100;-40,087400;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;166,650;Linhares;Principal;Decrescente;Ativo;;-19,525400;-40,150300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;166,200;Linhares;Principal;Crescente;Ativo;;-19,522400;-40,147500;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;174,650;Aracruz;Principal;Decrescente;Ativo;;-19,586200;-40,190400;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;162,350;Linhares;Principal;Decrescente;Ativo;;-19,493300;-40,128400;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;174,400;Aracruz;Principal;Crescente;Ativo;;-19,584000;-40,189600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;176,100;Aracruz;Principal;Crescente;Ativo;;-19,596100;-40,199300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;164,330;Linhares;Principal;Decrescente;Ativo;;-19,509000;-40,136700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;176,400;Aracruz;Principal;Decrescente;Ativo;;-19,597900;-40,200700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;161,900;Linhares;Principal;Crescente;Ativo;;-19,489800;-40,126100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;190,750;Aracruz;Principal;Decrescente;Ativo;;-19,687500;-40,285000;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;204,700;João Neiva;Principal;Crescente;Ativo;;-19,755100;-40,380100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;184,340;Aracruz;Principal;Decrescente;Ativo;;-19,657400;-40,235600;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;190,250;Aracruz;Principal;Crescente;Ativo;;-19,685700;-40,281700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;189,200;Aracruz;Principal;Decrescente;Ativo;;-19,682500;-40,271800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;188,900;Aracruz;Principal;Crescente;Ativo;;-19,680700;-40,269800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;204,900;João Neiva;Principal;Decrescente;Ativo;;-19,756700;-40,379800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;182,890;Aracruz;Principal;Crescente;Ativo;;-19,646300;-40,233300;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;181,150;Aracruz;Principal;Decrescente;Ativo;;-19,632400;-40,227000;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;180,900;Aracruz;Principal;Crescente;Ativo;;-19,630700;-40,225900;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;244,300;Serra;Principal;Crescente;Ativo;;-20,051100;-40,385200;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;244,450;Serra;Principal;Decrescente;Ativo;;-20,052500;-40,384300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;237,750;Fundão;Principal;Decrescente;Ativo;;-20,001300;-40,413200;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;130,000;Linhares;Principal;Crescente/Decrescente;Ativo;;-19,230300;-40,092600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;130,000;Linhares;Principal;Decrescente;Ativo;;-19,230300;-40,092600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;130,000;Linhares;Principal;Decrescente;Ativo;;-19,230300;-40,092600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;130,000;Linhares;Principal;Decrescente;Ativo;;-19,230300;-40,092600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;130,000;Linhares;Principal;Crescente/Decrescente;Ativo;;-19,230300;-40,092600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;253,050;Serra;Principal;Crescente/Decrescente;Ativo;;-20,105100;-40,332100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;237,100;Fundão;Principal;Crescente;Ativo;;-19,997300;-40,414100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;254,580;Serra;Principal;Decrescente;Ativo;;-20,113100;-40,323000;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;254,250;Serra;Principal;Crescente;Ativo;;-20,112400;-40,324600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;BA;947,188;Mucuri;Principal;Crescente;Ativo;;-18,104600;-39,884400;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;260,140;Serra;Principal;Crescente;Ativo;;-20,146528;-40,285608;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;291,900;Cariacica;Principal;Crescente;Ativo;;-20,305700;-40,394900;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;296,220;Cariacica;Principal;Crescente;Ativo;;-20,342100;-40,405300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;33,150;Conceição da Barra;Principal;Decrescente;Ativo;;-18,439400;-39,932800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;33,150;Conceição da Barra;Principal;Crescente/Decrescente;Ativo;;-18,439400;-39,932800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;65,820;São Mateus;Principal;Crescente;Ativo;;-18,715800;-39,876000;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;66,180;São Mateus;Principal;Decrescente;Ativo;;-18,717000;-39,873500;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;66,180;São Mateus;Marginal;Decrescente;Ativo;;-18,716800;-39,873400;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;79,100;São Mateus;Principal;Crescente;Ativo;;-18,814700;-39,901700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;79,100;São Mateus;Principal;Crescente/Decrescente;Ativo;;-18,814700;-39,901700;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;7,900;Pedro Canário;Principal;Crescente;Ativo;;-18,439400;-39,932800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;102,740;Sooretama;Principal;Crescente/Decrescente;Ativo;;-19,002600;-40,006100;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;85,200;São Mateus;Principal;Decrescente;Ativo;;-18,859600;-39,935300;60;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;107,080;Sooretama;Principal;Crescente;Ativo;;-19,038400;-40,023300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;107,080;Sooretama;Principal;Crescente/Decrescente;Ativo;;-19,038400;-40,023300;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;118,550;Sooretama;Principal;Crescente/Decrescente;Ativo;;-19,132100;-40,069400;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;94,100;Jaguaré;Principal;Crescente;Ativo;;-18,931800;-39,972400;60;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;100,450;Jaguaré;Principal;Decrescente;Ativo;;-18,983900;-39,997200;60;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;100,050;Jaguaré;Principal;Crescente;Ativo;;-18,980500;-39,995700;60;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;84,994;São Mateus;Principal;Crescente;Ativo;;-18,858000;-39,934200;60;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;135,370;Linhares;Principal;Crescente;Ativo;;-19,279300;-40,087500;80;80
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;146,080;Linhares;Principal;Decrescente;Ativo;;-19,370500;-40,065600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;145,920;Linhares;Marginal;Crescente;Ativo;;-19,368900;-40,065700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;147,200;Linhares;Principal;Decrescente;Ativo;;-19,381100;-40,066800;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;147,050;Linhares;Principal;Crescente;Ativo;;-19,379400;-40,066700;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;147,200;Linhares;Marginal;Decrescente;Ativo;;-19,380300;-40,066600;60;60
ECOVIAS CAPIXABA;2020;Controlador;BR-101;ES;147,050;Linhares;Marginal;Crescente;Ativo;;-19,379500;-40,066800;60;60
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;634,220;Aliança do Tocantins;Principal;Crescente/Decrescente;Ativo;;-18,906409;-48,332917;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;653,130;Dueré;Principal;Crescente/Decrescente;Ativo;;-11,559894;-49,026721;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;660,590;Gurupi;Principal;Crescente/Decrescente;Ativo;;-11,624140;-49,048193;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;667,760;Gurupi;Principal;Crescente;Ativo;;-11,685878;-49,068921;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;668,190;Gurupi;Principal;Decrescente;Ativo;;-11,689545;-49,070079;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;678,760;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,775574;-49,108210;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;684,630;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,822468;-49,133432;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;688,790;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,856700;-49,149791;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;TO;692,600;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-11,888020;-49,164734;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;717,880;Cariri do Tocantins;Principal;Crescente/Decrescente;Ativo;;-12,103320;-49,186310;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;765,760;Alvorada;Principal;Crescente/Decrescente;Ativo;;-12,521229;-49,106343;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;TO;791,600;Talismã;Principal;Crescente/Decrescente;Ativo;;-12,744980;-49,082581;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;64,660;Porangatu;Principal;Crescente/Decrescente;Ativo;;-13,384849;-49,127955;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;71,000;Porangatu;Principal;Crescente/Decrescente;Ativo;;-13,441651;-49,132927;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;73,030;Porangatu;Principal;Crescente/Decrescente;Ativo;;-13,459724;-49,135612;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;93,530;Santa Tereza de Goiás;Principal;Crescente/Decrescente;Ativo;;-13,597911;-49,041876;60;60
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;138,000;Mara Rosa;Principal;Crescente/Decrescente;Ativo;;-13,984564;-49,090591;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;155,440;Campinorte;Principal;Crescente/Decrescente;Ativo;;-14,138011;-49,114133;100;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;161,610;Campinorte;Principal;Decrescente;Ativo;;-14,191959;-49,127816;100;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;200,295;Uruaçu;Principal;Crescente/Decrescente;Ativo;;-14,533858;-49,161073;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;205,580;Uruaçu;Principal;Crescente/Decrescente;Ativo;;-14,580323;-49,159490;100;100
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;208,170;Uruaçu;Principal;Decrescente;Ativo;;-14,603128;-49,165912;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;209,220;Uruaçu;Principal;Crescente;Ativo;;-14,612282;-49,168662;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;218,440;Uruaçu;Principal;Crescente/Decrescente;Ativo;;-14,685393;-49,208902;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;234,560;Hidrolina;Principal;Crescente/Decrescente;Ativo;;-14,808100;-49,289761;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;236,640;São Luiz do Norte;Principal;Crescente/Decrescente;Ativo;;-14,824028;-49,299898;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;241,685;São Luiz do Norte;Principal;Crescente/Decrescente;Ativo;;-14,862101;-49,325789;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;259,395;São Luiz do Norte;Principal;Crescente;Ativo;;-14,999505;-49,410603;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;277,420;Nova Glória;Principal;Crescente/Decrescente;Ativo;;-15,128675;-49,510637;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;290,395;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,231696;-49,555100;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;293,140;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,254216;-49,551449;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;300,580;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,310915;-49,572192;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;304,365;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,344979;-49,568783;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;309,450;Rialma;Principal;Crescente/Decrescente;Ativo;;-15,387230;-49,550791;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;317,950;Rianápolis;Principal;Crescente;Ativo;;-15,447988;-49,505805;40;40
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;321,100;Rianápolis;Principal;Crescente/Decrescente;Ativo;;-15,474912;-49,495780;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;325,000;Rianápolis;Principal;Crescente/Decrescente;Ativo;;-15,505152;-49,478510;60;60
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;354,075;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,715916;-49,329607;80;80
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;356,210;Jaraguá;Principal;Crescente;Ativo;;-15,733853;-49,323849;50;50
ECOVIAS DO ARAGUAIA;2021;Redutor;BR-153;GO;356,600;Jaraguá;Principal;Decrescente;Ativo;;-15,736904;-49,322539;50;50
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;362,400;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,786291;-49,303159;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;365,210;Jaraguá;Principal;Crescente/Decrescente;Ativo;;-15,809904;-49,294115;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;373,270;São Francisco de Goiás;Principal;Crescente/Decrescente;Ativo;;-15,871110;-49,253390;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;403,650;Pirenópolis;Principal;Crescente/Decrescente;Ativo;;-16,067973;-49,059638;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;409,450;Pirenópolis;Principal;Crescente/Decrescente;Ativo;;-16,109264;-49,030959;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;412,850;Anápolis;Principal;Crescente/Decrescente;Ativo;;-16,133671;-49,047662;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;415,550;Anápolis;Principal;Decrescente;Ativo;;-16,157159;-49,043635;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;416,190;Anápolis;Principal;Crescente;Ativo;;-16,163261;-49,043457;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;418,065;Anápolis;Principal;Decrescente;Ativo;;-16,180240;-49,042126;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;424,475;Anápolis;Principal;Crescente;Ativo;;-16,227873;-49,009907;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;426,175;Anápolis;Principal;Crescente;Ativo;;-16,242058;-49,003264;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;428,045;Anápolis;Principal;Crescente;Ativo;;-16,254773;-48,991761;80;80
ECOVIAS DO ARAGUAIA;2021;Controlador;BR-153;GO;430,685;Anápolis;Principal;Decrescente;Ativo;;-16,271461;-48,974186;80;80
