concessionaria;ano_do_pnv_snv;rodovia_uf;sentido;subtipo_de_pista;numero_de_faixas;km_m_inicial;latitude_inicial;latitude_final;km_m_final;longitude_inicial;longitude_final
NOVA 381;2022;BR-381/MG;Crescente;Simples;1;431,401;-19,798022;-19,853888;450,400;-43,754586;-43,890400
NOVA 381;2022;BR-381/MG;Decrescente;Simples;1;450,400;-19,853888;-19,798022;431,401;-43,890400;-43,754586
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;488,301;-20,412877;-20,407560;488,899;-54,549444;-54,551936
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;454,401;-20,687176;-20,412877;488,300;-54,553104;-54,549444
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;488,900;-20,407560;-20,396670;490,310;-54,551936;-54,556894
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;488,301;-20,412877;-20,407560;488,899;-54,549444;-54,551936
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;446,201;-20,758331;-20,746128;447,600;-54,531358;-54,535078
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;447,601;-20,746111;-20,723630;450,200;-54,535083;-54,541931
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;450,201;-20,723614;-20,709751;451,800;-54,541935;-54,546150
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;451,801;-20,709736;-20,687223;454,400;-54,546159;-54,553095
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;454,401;-20,687176;-20,412877;488,300;-54,553104;-54,549444
PANTANAL;2014;BR-163/MS;Crescente;Multifaixa;2;490,311;-20,396629;-20,359918;495,700;-54,556909;-54,525449
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;495,701;-20,359905;-20,351500;496,800;-54,525437;-54,519826
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;496,801;-20,351475;-20,339161;498,200;-54,519808;-54,518495
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;498,201;-20,339112;-20,310470;501,600;-54,518494;-54,509876
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;501,601;-20,310467;-20,297230;503,264;-54,509869;-54,502265
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;503,265;-20,297244;-20,241559;509,950;-54,502290;-54,479780
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;509,951;-20,241542;-20,226508;511,650;-54,479779;-54,476864
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;511,651;-20,226468;-20,173659;518,110;-54,476804;-54,450992
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;518,111;-20,173650;-20,115297;524,900;-54,450989;-54,444086
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;524,901;-20,115150;-20,079324;529,200;-54,444125;-54,429743
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;529,201;-20,079283;-20,066025;530,800;-54,429709;-54,423959
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;530,801;-20,065971;-20,065327;530,899;-54,423948;-54,423597
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;530,900;-20,065408;-20,027675;535,400;-54,423552;-54,406986
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;535,401;-20,027616;-19,996134;539,190;-54,406961;-54,393069
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;539,191;-19,996110;-19,902820;550,200;-54,393061;-54,372976
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;550,201;-19,902793;-19,885026;552,200;-54,372987;-54,374340
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;552,201;-19,884953;-19,865847;554,400;-54,374353;-54,368608
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;554,401;-19,865763;-19,856975;555,400;-54,368602;-54,369022
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;555,401;-19,856937;-19,851591;556,000;-54,369016;-54,369252
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;556,001;-19,851575;-19,840546;557,200;-54,369253;-54,369722
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;557,201;-19,840479;-19,811897;560,400;-54,369727;-54,371051
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;560,401;-19,811830;-19,799377;561,800;-54,371055;-54,369157
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;561,801;-19,799345;-19,673399;576,000;-54,369147;-54,350034
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;576,001;-19,673361;-19,653630;578,400;-54,350021;-54,356797
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;578,401;-19,653604;-19,651769;578,600;-54,356807;-54,358172
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;578,601;-19,651636;-19,571709;589,485;-54,358272;-54,417367
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;589,486;-19,571699;-19,542778;593,555;-54,417368;-54,440760
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;593,556;-19,542777;-19,495100;600,415;-54,440768;-54,480454
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;600,416;-19,495086;-19,492070;600,800;-54,480556;-54,482242
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;666,801;-19,029735;-18,988447;671,800;-54,824107;-54,829094
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;671,801;-18,988413;-18,973970;673,600;-54,829090;-54,821532
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;673,601;-18,973942;-18,967289;674,400;-54,821517;-54,823474
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;674,401;-18,967270;-18,952667;676,200;-54,823481;-54,830485
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;676,201;-18,952618;-18,950838;676,400;-54,830495;-54,830609
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;676,401;-18,950760;-18,941960;677,400;-54,830615;-54,829799
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;677,401;-18,941889;-18,929609;678,800;-54,829802;-54,832285
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;678,801;-18,929570;-18,810427;693,290;-54,832299;-54,820622
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;693,291;-18,810177;-18,774094;697,430;-54,820872;-54,829580
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;697,431;-18,774011;-18,740002;701,399;-54,829744;-54,819583
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;701,400;-18,739888;-18,719140;703,801;-54,823222;-54,814150
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;703,802;-18,719134;-18,705115;705,400;-54,814014;-54,816256
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;705,401;-18,705075;-18,692847;706,800;-54,816276;-54,817702
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;706,801;-18,692928;-18,682784;708,000;-54,817714;-54,813762
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;708,001;-18,682766;-18,673312;709,200;-54,813769;-54,808273
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;709,201;-18,673305;-18,665588;710,200;-54,808264;-54,803372
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;710,201;-18,665581;-18,659887;711,000;-54,803368;-54,798738
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;711,001;-18,659879;-18,652750;712,000;-54,798725;-54,792939
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;712,001;-18,652733;-18,639599;714,000;-54,792940;-54,779996
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;714,001;-18,639587;-18,626645;715,800;-54,779990;-54,772648
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;715,801;-18,626635;-18,527441;727,560;-54,772652;-54,740458
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;727,561;-18,527434;-18,476276;733,600;-54,740452;-54,719754
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;733,601;-18,476267;-18,471412;734,200;-54,719750;-54,717262
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;734,201;-18,471402;-18,464925;735,000;-54,717258;-54,713934
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;735,001;-18,464906;-18,453566;736,400;-54,713939;-54,708095
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;736,401;-18,453560;-18,185692;767,680;-54,708092;-54,654633
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;767,681;-18,185685;-18,141861;773,680;-54,654635;-54,685950
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;773,681;-18,141800;-18,102966;778,600;-54,686052;-54,696836
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;778,601;-18,102788;-17,982070;792,200;-54,696819;-54,678543
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;792,201;-17,982062;-17,965842;794,000;-54,678543;-54,677945
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;794,001;-17,965826;-17,769389;817,537;-54,677943;-54,750291
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;817,538;-17,769348;-17,756505;818,900;-54,750301;-54,752822
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;818,901;-17,756397;-17,731629;821,790;-54,752836;-54,757559
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;821,791;-17,731621;-17,724802;822,569;-54,757560;-54,756086
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;706,801;-18,692928;-18,682784;708,000;-54,817714;-54,813762
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;708,001;-18,682766;-18,673312;709,200;-54,813769;-54,808273
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;709,201;-18,673305;-18,665588;710,200;-54,808264;-54,803372
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;710,201;-18,665581;-18,659887;711,000;-54,803368;-54,798738
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;711,001;-18,659879;-18,652750;712,000;-54,798725;-54,792939
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;712,001;-18,652733;-18,639599;714,000;-54,792940;-54,779996
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;714,001;-18,639587;-18,626645;715,800;-54,779990;-54,772648
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;715,801;-18,626635;-18,527441;727,560;-54,772652;-54,740458
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;727,561;-18,527434;-18,476276;733,600;-54,740452;-54,719754
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;733,601;-18,476267;-18,471412;734,200;-54,719750;-54,717262
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;734,201;-18,471402;-18,464925;735,000;-54,717258;-54,713934
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;735,001;-18,464906;-18,453566;736,400;-54,713939;-54,708095
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;736,401;-18,453560;-18,185692;767,680;-54,708092;-54,654633
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;767,681;-18,185685;-18,141861;773,680;-54,654635;-54,685950
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;773,681;-18,141800;-18,102966;778,600;-54,686052;-54,696836
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;778,601;-18,102788;-17,982070;792,200;-54,696819;-54,678543
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;792,201;-17,982062;-17,965842;794,000;-54,678543;-54,677945
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;794,001;-17,965826;-17,769389;817,537;-54,677943;-54,750291
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;817,538;-17,769374;-17,756505;818,900;-54,750256;-54,752822
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;818,901;-17,756397;-17,731629;821,790;-54,752836;-54,757559
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;821,791;-17,731621;-17,724802;822,569;-54,757560;-54,756086
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;822,570;-17,724708;-17,649563;831,000;-54,756069;-54,748147
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;831,001;-17,649436;-17,585193;838,200;-54,748136;-54,743690
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;838,201;-17,585187;-17,565600;840,400;-54,743687;-54,740556
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;840,401;-17,565588;-17,563793;840,600;-54,740557;-54,740660
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;840,601;-17,563784;-17,547566;842,400;-54,740662;-54,741286
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;842,401;-17,547572;-17,528524;844,500;-54,741288;-54,740482
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;844,501;-17,528539;-17,521069;845,340;-54,740482;-54,739839
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;0,000;-24,044464;-23,837694;31,470;-54,272225;-54,334372
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;31,471;-23,837654;-23,584042;65,500;-54,334356;-54,202708
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;65,501;-23,584000;-23,244080;104,000;-54,202644;-54,224322
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;104,001;-23,245341;-23,165350;113,600;-54,224736;-54,198975
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;113,601;-23,165302;-23,134287;117,010;-54,198833;-54,197093
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;117,011;-23,134277;-22,959802;150,600;-54,197100;-54,434221
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;413,401;-21,049636;-21,035565;415,000;-54,499421;-54,502688
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;415,001;-21,035545;-21,025001;416,200;-54,502690;-54,505253
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;416,201;-21,024991;-20,994459;419,630;-54,505255;-54,506897
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;419,631;-20,994407;-20,960687;423,400;-54,506883;-54,502627
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;423,401;-20,960666;-20,921239;427,800;-54,502631;-54,497903
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;427,801;-20,921207;-20,899955;430,199;-54,497910;-54,501538
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;430,200;-20,899830;-20,875836;432,900;-54,501577;-54,505858
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;432,901;-20,875725;-20,862428;434,400;-54,505991;-54,508497
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;434,401;-20,862399;-20,846513;436,200;-54,508507;-54,511494
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;439,801;-20,814481;-20,802061;441,200;-54,517420;-54,519710
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;441,201;-20,802027;-20,779166;443,800;-54,519713;-54,525008
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;443,801;-20,779113;-20,760084;446,000;-54,525025;-54,530823
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;446,001;-20,760078;-20,758343;446,200;-54,530825;-54,531352
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;446,201;-20,758331;-20,746128;447,600;-54,531358;-54,535078
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;447,601;-20,746111;-20,723630;450,200;-54,535083;-54,541931
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;450,201;-20,723614;-20,709751;451,800;-54,541935;-54,546150
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;451,801;-20,709736;-20,687223;454,400;-54,546159;-54,553095
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;488,900;-20,407560;-20,396670;490,310;-54,551936;-54,556894
PANTANAL;2014;BR-163/MS;Decrescente;Multifaixa;2;490,311;-20,396629;-20,359918;495,700;-54,556909;-54,525449
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;495,701;-20,359905;-20,351500;496,800;-54,525437;-54,519826
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;496,801;-20,351475;-20,339161;498,200;-54,519808;-54,518495
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;498,201;-20,339112;-20,310470;501,600;-54,518494;-54,509876
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;501,601;-20,310467;-20,297262;503,264;-54,509869;-54,502514
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;503,265;-20,297182;-20,241508;509,950;-54,502419;-54,479946
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;509,951;-20,241537;-20,226508;511,650;-54,479964;-54,476864
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;511,651;-20,226469;-20,173554;518,110;-54,477018;-54,451141
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;518,111;-20,173836;-20,115297;524,900;-54,451274;-54,444086
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;524,901;-20,115150;-20,079324;529,200;-54,444125;-54,429743
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;529,201;-20,079283;-20,066025;530,800;-54,429709;-54,423959
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;530,801;-20,065971;-20,065327;530,899;-54,423948;-54,423597
PANTANAL;2014;BR-163/MS;Decrescente;Dupla;2;530,900;-20,065408;-20,027675;535,400;-54,423552;-54,406986
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;535,401;-20,027616;-19,996134;539,190;-54,406961;-54,393069
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;539,191;-19,996110;-19,902820;550,200;-54,393061;-54,372976
PANTANAL;2014;BR-163/MS;Decrescente;Simples;2;550,201;-19,902793;-19,885026;552,200;-54,372987;-54,374340
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;845,341;-17,521025;-17,521035;846,000;-54,740482;-54,739899
PANTANAL;2014;BR-163/MS;Decrescente;Simples;1;845,341;-17,521025;-17,521035;846,000;-54,740482;-54,739899
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;0,000;-24,044464;-23,837694;31,470;-54,272225;-54,334372
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;31,471;-23,837654;-23,584042;65,500;-54,334356;-54,202708
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;65,501;-23,584000;-23,244080;104,000;-54,202644;-54,224322
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;104,001;-23,245341;-23,165318;113,600;-54,224736;-54,198799
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;113,601;-23,165302;-23,134287;117,010;-54,198833;-54,197093
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;117,011;-23,134277;-22,959802;150,600;-54,197100;-54,434221
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;150,601;-22,959798;-22,796544;187,880;-54,434232;-54,743784
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;187,881;-22,796526;-22,768841;192,200;-54,743806;-54,773052
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;192,201;-22,768727;-22,669758;203,900;-54,773152;-54,795116
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;203,901;-22,669433;-22,480447;227,299;-54,795138;-54,865255
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;227,300;-22,480127;-22,411013;237,500;-54,865111;-54,798680
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;237,501;-22,410988;-22,398443;239,150;-54,798616;-54,791773
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;239,151;-22,398411;-22,282422;252,600;-54,791768;-54,822134
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;252,601;-22,282447;-22,130436;281,200;-54,822159;-54,609564
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;281,201;-22,130408;-22,116480;283,570;-54,609546;-54,592132
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;283,571;-22,116484;-22,107540;284,949;-54,592118;-54,583116
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;284,950;-22,107601;-22,090277;287,099;-54,582949;-54,573611
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;287,101;-22,090872;-21,911151;307,960;-54,574086;-54,534014
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;307,961;-21,911143;-21,892680;310,360;-54,534009;-54,523722
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;310,361;-21,892169;-21,848411;315,400;-54,523786;-54,535444
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;315,401;-21,847891;-21,713408;331,299;-54,535697;-54,505388
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;331,300;-21,704722;-21,684462;335,606;-54,505327;-54,480272
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;335,607;-21,684335;-21,577784;351,610;-54,480335;-54,424741
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;351,611;-21,577790;-21,449322;366,680;-54,424739;-54,377583
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;366,681;-21,449309;-21,439474;367,800;-54,377578;-54,376364
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;367,801;-21,439422;-21,436098;368,200;-54,376383;-54,377560
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;368,201;-21,436065;-21,426944;369,199;-54,377605;-54,381388
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;369,200;-21,426943;-21,397103;373,500;-54,381388;-54,406339
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;373,501;-21,397060;-21,377337;375,800;-54,406353;-54,412523
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;375,801;-21,377293;-21,289044;386,000;-54,412527;-54,437796
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;386,001;-21,289017;-21,283825;386,600;-54,437802;-54,439428
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;386,601;-21,283716;-21,257798;389,600;-54,439461;-54,447375
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;389,601;-21,257687;-21,250838;390,400;-54,447414;-54,449537
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;390,401;-21,250797;-21,175175;399,200;-54,449550;-54,474076
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;399,201;-21,175149;-21,166421;400,200;-54,474091;-54,476027
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;400,201;-21,166401;-21,148407;402,200;-54,476027;-54,476670
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;402,201;-21,148391;-21,122834;405,090;-54,476670;-54,481929
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;405,091;-21,122812;-21,065499;411,600;-54,481937;-54,495687
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;411,601;-21,065481;-21,049664;413,400;-54,495692;-54,499415
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;413,401;-21,049636;-21,035565;415,000;-54,499421;-54,502688
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;415,001;-21,035545;-21,025001;416,200;-54,502690;-54,505253
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;416,201;-21,024991;-20,994459;419,630;-54,505255;-54,506897
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;419,631;-20,994407;-20,960687;423,400;-54,506883;-54,502627
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;423,401;-20,960666;-20,921239;427,800;-54,502631;-54,497903
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;427,801;-20,921207;-20,899955;430,199;-54,497910;-54,501538
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;430,200;-20,899830;-20,875836;432,900;-54,501577;-54,505858
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;432,901;-20,875725;-20,862428;434,400;-54,505991;-54,508497
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;434,401;-20,862399;-20,846513;436,200;-54,508507;-54,511494
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;439,801;-20,814481;-20,802061;441,200;-54,517420;-54,519710
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;441,201;-20,802027;-20,779166;443,800;-54,519713;-54,525008
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;443,801;-20,779113;-20,760084;446,000;-54,525025;-54,530823
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;446,001;-20,760078;-20,758343;446,200;-54,530825;-54,531352
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;600,801;-19,492039;-19,488497;601,238;-54,482265;-54,483978
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;601,239;-19,488468;-19,470363;603,864;-54,483995;-54,499924
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;603,865;-19,470360;-19,446846;607,600;-54,499932;-54,525387
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;607,601;-19,446795;-19,433225;609,600;-54,525403;-54,537912
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;609,601;-19,433214;-19,363327;618,999;-54,537933;-54,587591
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;619,000;-19,363119;-19,308454;626,110;-54,587652;-54,622998
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;626,111;-19,308404;-19,291116;628,600;-54,622937;-54,637866
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;628,601;-19,290519;-19,178771;647,120;-54,638436;-54,753503
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;647,121;-19,178685;-19,174551;647,600;-54,753557;-54,755035
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;647,601;-19,174521;-19,162723;649,000;-54,755035;-54,759322
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;649,001;-19,162689;-19,161152;649,190;-54,759342;-54,759940
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;649,191;-19,161142;-19,149786;650,480;-54,759941;-54,762213
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;650,481;-19,149741;-19,117551;654,162;-54,762377;-54,755489
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;654,163;-19,117528;-19,087537;658,600;-54,755522;-54,778962
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;658,601;-19,087521;-19,079068;660,000;-54,778984;-54,788679
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;660,001;-19,079058;-19,061376;662,200;-54,788681;-54,796435
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;662,201;-19,061371;-19,048998;664,000;-54,796440;-54,807461
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;664,001;-19,048962;-19,045958;664,400;-54,807475;-54,809619
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;664,401;-19,045946;-19,034234;666,000;-54,809631;-54,818107
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;666,001;-19,034215;-19,029755;666,800;-54,818110;-54,824078
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;666,801;-19,029735;-18,988447;671,800;-54,824107;-54,829094
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;671,801;-18,988413;-18,973970;673,600;-54,829090;-54,821532
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;673,601;-18,973942;-18,967289;674,400;-54,821517;-54,823474
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;674,401;-18,967270;-18,952667;676,200;-54,823481;-54,830485
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;676,201;-18,952618;-18,950838;676,400;-54,830495;-54,830609
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;676,401;-18,950760;-18,941960;677,400;-54,830615;-54,829799
PANTANAL;2014;BR-163/MS;Crescente;Simples;2;677,401;-18,941889;-18,929609;678,800;-54,829802;-54,832285
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;678,801;-18,929570;-18,810427;693,290;-54,832299;-54,820622
PANTANAL;2014;BR-163/MS;Crescente;Dupla;2;693,291;-18,810177;-18,774094;697,430;-54,820872;-54,829580
PANTANAL;2014;BR-163/MS;Crescente;Simples;1;697,431;-18,774011;-18,740002;701,399;-54,829744;-54,819583
